Produto Original,Total Unidades,Frequencia,Termo de Busca
"Alprazolam 0,5mg 30 Comprimidos Bio",348.0,14,Alprazolam 0 Bio
"Rizi-M 10mg + 5mg, caixa com 14 comprimidos revestidos",347.0,14,Rizi M
"Euthyrox 75Mcg, Caixa Com 50 Comprimidos",347.0,12,Euthyrox
"Aspirina C 400Mg + 240Mg, Envelope Com 2 Comprimidos Efervescentes Sabor Limao",347.0,12,Aspirina C Envelope Com Efervescentes Sabor Limao
"Epiduo 1mg/g + 25mg/g, caixa com 1 bisnaga com 30g de gel de uso dermatológico",347.0,12,Epiduo G G
"Esomeprazol Magnésico Tri-Hidratado Legrand 40mg, caixa com 14 comprimidos revestidos de liberação retardada",347.0,13,Esomeprazol Magnésico Tri Hidratado Legrand
"Atenolol 50mg + Clortalidona 12,5mg Eurofarma 30 Comprimidos",347.0,14,Atenolol Clortalidona 12 Eurofarma
Addera D3 4.000Ui Com 90 Capsulas,347.0,15,Addera D3 4 000Ui Com
"Montelair 10mg, caixa contendo 60 comprimidos revestidos",347.0,13,Montelair Caixa Contendo Revestidos
Bactrim 40 + 8mg suspensão frasco com 100ml pediátrico,347.0,13,Bactrim 40 Suspensão
Quetros 25Mg Com 60 Comprimidos,347.0,15,Quetros Com
"Aerodini 100mcg/jato-dose, caixa com 1 tubo aerossol com 200 doses de solução de uso oral",347.0,15,Aerodini Jato Dose
Florastor Caixa Com 6 Saches Com 4G De Po Para Solucao De Uso Oral,347.0,15,Florastor
Energisan 60 Ml,347.0,14,Energisan
Xefo 8mg 30 Comprimidos,347.0,12,Xefo
"Rosuvastatina Calcica Althaia 5Mg, Caixa Com 30 Comprimidos Revestidos",347.0,14,Rosuvastatina Calcica Althaia
Odorizante De Ambiente Bendita Canfora 8 Tabletes,347.0,13,Odorizante De Ambiente Bendita Canfora 8 Tabletes
Codein 30Mg 30Cpr A2,347.0,13,Codein 30Cpr A2
Atak Clav 875mg + 125mg 14 Comprimidos Revestidos,346.0,15,Atak Clav Revestidos
Dunia 35 21 Comprimidos Revestidos,346.0,12,Dunia 35 Revestidos
Depakene 500mg caixa com 50 comprimidos revestidos,346.0,13,Depakene
Vick Vapo Spray caixa com 1 frasco spray com 100mL de solução de uso nasal,346.0,15,Vick Vapo Spray
OHDE 15.000UI 4 Cápsulas Moles,346.0,13,Ohde 15 000Ui Moles
"Metamucil 0,562g/g, caixa com 10 envelopes com 5,85g de pó para solução de uso oral sabor laranja",346.0,12,Metamucil 0 G
"Hidraplex 1 envelope com 28,31g de pó para solução de uso oral, sabor água de coco",346.0,14,Hidraplex Com 28 De Pó Para Solução De Sabor Água De Coco
"Omnaris 50mcg/dose, caixa com 1 frasco com 120 doses de suspensão de uso nasal",346.0,14,Omnaris Dose
Fenobarbital 40mg ml União Química Solução Oral,346.0,13,Fenobarbital Ml União Química Solução Oral
"Tâmisa 30 0,075mg + 0,030mg, caixa com 28 comprimidos revestidos",346.0,13,Tâmisa 30 0 0
"Descongestionante Inalador Vick 0,5g",346.0,14,Descongestionante Inalador Vick 0
Esomeprazol 40Mg Com 28 Comprimidos Ranbaxy,346.0,14,Esomeprazol Com Ranbaxy
"Clenil HFA 250mcg/dose, caixa com 1 tubo com 200 doses de suspensão de uso inalatório + 1 dispositivo oral﻿",346.0,12,Clenil Hfa Dose
Diprosalic 064 + 30mg pomada bisnaga com 30g,346.0,16,Diprosalic 064 Pomada Bisnaga Com
Rosuvastatina 20mg 30cpr germed,346.0,13,Rosuvastatina 30Cpr Germed
"Tecnomet 2,5mg, caixa com 20 comprimidos",346.0,14,Tecnomet 2
"Apracur 1mg + 100mg + 50mg, blíster com 6 comprimidos revestidos",346.0,14,Apracur Blíster Com Revestidos
"Imunoflan Pelargonium Sidoides 307,39mg mL Xarope 120mL",346.0,13,Imunoflan Pelargonium Sidoides 307 Ml Xarope
"Fluviral Dia 800mg + 20mg, caixa com 20 comprimidos",346.0,15,Fluviral Dia
"Rosuvastatina Cálcica Biosintética - Aché 10mg, caixa com 30 comprimidos revestidos",346.0,13,Rosuvastatina Cálcica Biosintética Aché
"Imussuprex 50mg, caixa com 50 comprimidos revestidos",346.0,16,Imussuprex
"Sabonete Galderma Soapex Essencial líquido, 1 unidade com 120mL",346.0,12,Sabonete Galderma Soapex Essencial Líquido Com
"Dprev Todo Dia Capsula 2.000Ui, Caixa Com 30 Capsulas Moles",346.0,13,Dprev Todo Dia Capsula 2 000Ui
Sonrisal 2 Comprimidos Efervescentes Sabor Limao,346.0,15,Sonrisal Efervescentes Sabor Limao
"Flanax 275Mg, Caixa Com 2 Comprimidos Revestidos",345.0,13,Flanax
"Dprev 10.000UI, caixa com 4 comprimidos revestidos",345.0,14,Dprev 10 000Ui
Galvus 50mg Caixa com 56 Comprimidos,345.0,13,Galvus
Resfenol 4Mg + 4 Mg + 400 Mg 200 Capsulas Kelyhertz,345.0,13,Resfenol Kelyhertz
Glineon Abacaxi 500Ml,345.0,13,Glineon Abacaxi
Zirvit Baby caixa com frasco de 30mL com solução oral,345.0,13,Zirvit Baby
"Clortalidona Ems 25Mg, Caixa Com 60 Comprimidos",345.0,13,Clortalidona Ems
Addera +Muscular Com 30 Saches,345.0,14,Addera Muscular Com 30 Saches
Depakote ER 250mg cx 60 comp rev,345.0,13,Depakote Er Cx 60 Comp Rev
Trok N Pomada 30g,345.0,16,Trok N Pomada
20 bi com 10 cápsulas,345.0,14,20 Bi Com
Simeticona 75mg ml Biosintética Sabor Laranja Emulsão Gotas 10ml,345.0,13,Simeticona Ml Biosintética Sabor Laranja Emulsão Gotas
"Sorine 0,5mg/mL, caixa com 1 frasco gotejador com 30mL de solução de uso nasal",345.0,13,Sorine 0 Ml
"Urovit 200mg, caixa com 18 drágeas",345.0,14,Urovit
Oxalato de Escitalopram 10mg Eurofarma 30 Comprimidos Revestidos,345.0,12,Oxalato De Escitalopram Eurofarma Revestidos
Astro 500mg 3 Comprimidos,344.0,12,Astro
Sumax Succinato de Sumatriptana 100mg 2 comprimidos,344.0,15,Sumax Succinato De Sumatriptana
Diminut 0075 + 002mg caixa com 63 comprimidos revestidos,344.0,13,Diminut 0075
"Hidroclorotiazida Medquimica 25Mg, Caixa Com 30 Comprimidos",344.0,16,Hidroclorotiazida Medquimica
Hirudoid 300mg Gel com 40g,344.0,14,Hirudoid Gel Com
"Allestra 30 0,075Mg + 0,030Mg, Caixa Com 63 Comprimidos Revestidos",344.0,12,Allestra 30 0 0
Femina 150mcg + 20mcg comprimidos,344.0,14,Femina Comprimidos
"Varfarina Sodica Uniao Quimica 5Mg, Caixa Com 30 Comprimidos",344.0,15,Varfarina Sodica Uniao Quimica
Depakote Sprinkle 125mg 60 Cápsulas Gelatinosas,344.0,13,Depakote Sprinkle Gelatinosas
Hidraenema Hidratante Anal em Gel com 15gr C 5bisnagas,344.0,13,Hidraenema Hidratante Anal Em Gel Com R C 5Bisnagas
"Zanidip 10mg, caixa com 30 comprimidos revestidos",344.0,12,Zanidip
"Tylenol Dc 500Mg, Caixa Com 20 Comprimidos",344.0,14,Tylenol Dc
"Corus H 50mg + 12,5mg 30 Comprimidos Biosintética",344.0,13,Corus H 12 Biosintética
Complexo B Kester 100 comprimidos,344.0,13,Complexo B Kester
"Naproxeno Neo Química 550mg, caixa com 10 comprimidos revestidos",344.0,13,Naproxeno Neo Química
Aas Protect 100Mg 30Cpr,343.0,14,Aas Protect 30Cpr
Traum Retard 100mg 10 Comprimidos,343.0,16,Traum Retard
"Araceli 0,075mg, caixa contendo 28 comprimidos revestidos",343.0,13,Araceli 0 Caixa Contendo Revestidos
"Sinvastatina Merck 10mg, caixa com 30 comprimidos revestidos",343.0,12,Sinvastatina Merck
Suplemento Alimentar Extima Baunilha Com 30 Saches,343.0,15,Suplemento Alimentar Extima Baunilha Com 30 Saches
"Bepantriz 50mg/g, caixa com 1 bisnaga com 30g de pomada de uso dermatológico",343.0,14,Bepantriz G
"Carvedilol Biosintética - Aché 12,5mg, caixa com 30 comprimidos",343.0,13,Carvedilol Biosintética Aché 12
"Ibuprofeno Comprimido Prati-Donaduzzi 600mg, caixa com 20 comprimidos revestidos",343.0,12,Ibuprofeno Comprimido Prati Donaduzzi
"Nistatina + Óxido de Zinco EMS 100.000UI/g + 200mg/g, caixa com 1 bisnaga com 60g de pomada de uso dermatológico",343.0,13,Nistatina Óxido De Zinco Ems 100 000Ui G G
Phosfoenema caixa com 1 frasco com 130mL de solução de uso retal,343.0,15,Phosfoenema
"Spidufen 770mg, caixa com 6 comprimidos revestidos",343.0,13,Spidufen
"Bamifix 300Mg, Caixa Com 20 Drageas",343.0,14,Bamifix
Combigan Allergan Solução Estéril - 5mL,342.0,15,Combigan Allergan Solução Estéril
@ Tobradex Col 5Ml,342.0,14,Tobradex Col
Isordil SL 5mg caixa com 30 comprimidos sublinguais,342.0,13,Isordil Sl
Diprosalic 064 + 20mg solução frasco com 30ml,342.0,13,Diprosalic 064 Solução
Clotrimazol 10 Mg Creme Dermatologico 20 Gramas  Ems Gen,342.0,12,Clotrimazol Creme Dermatologico Ramas Ems Gen
"Maxalgina Solução Oral 500mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral",342.0,14,Maxalgina Solução Oral Ml
"Dicloridrato de Cetirizina Comprimido Medley 10mg, caixa com 12 comprimidos revestidos",342.0,12,Dicloridrato De Cetirizina Comprimido Medley
"Caltrate 600 + D 600mg + 200UI, caixa com 60 comprimidos revestidos",342.0,14,Caltrate 600 D 200Ui
"Ecos 3mg/mL, caixa com 1 frasco com 120mL de xarope",342.0,12,Ecos Ml
"Meloxicam 7,5Mg Com 10 Comprimidos Nova Quimica",342.0,12,Meloxicam 7 Com Nova Quimica
Rehidrat 50 Sabor Laranja Rehidrat 4 envelopes,342.0,12,Rehidrat 50 Sabor Laranja Rehidrat
"Desogestrel Eurofarma 75mcg, caixa com 84 comprimidos revestidos",342.0,13,Desogestrel Eurofarma
Cloridrato de Duloxetina 30mg Genérico Legrand Pharma 30 cápsulas,342.0,13,Cloridrato De Duloxetina Genérico Legrand Pharma
Pondera 20mg 30 Comprimidos,342.0,12,Pondera
Nuvaring 1Anel Vaginal,342.0,14,Nuvaring 1Anel Vaginal
Piascledine 300mg 30 cápsulas,342.0,14,Piascledine
Xafac 15Mg Com 28 Comprimidos Revestidos,342.0,19,Xafac Com Revestidos
"Seki 3,54mg/mL, caixa com 1 frasco com 120mL de xarope + copo medidor",342.0,12,Seki 3 Ml
"Toragesic 10Mg, Caixa Com 10 Comprimidos Sublinguais",342.0,14,Toragesic
Procimax 40mg caixa com 28 comprimidos revestidos,342.0,14,Procimax
"Bicarbonato de Sódio ADV Farma caixa com 10 sachês de 2,5g de pó para solução de uso oral",341.0,14,Bicarbonato De Sódio Adv Farma
"Traturil 5,631g 1 Envelope 8g",341.0,12,Traturil 5
"Brasart BCC 320 + 10mg, caixa com 30 comprimidos revestidos",341.0,13,Brasart Bcc 320
Ezetimiba 10Mg 30Cpr Alth,341.0,14,Ezetimiba 30Cpr Alth
Estomazil 1 Envelope Abacaxi X50,341.0,12,Estomazil Abacaxi X50
Clinfar 10mg caixa com 30 comprimidos revestidos,341.0,13,Clinfar
Niquitin 21Mg 7 Adesivos,341.0,15,Niquitin 7 Adesivos
"Sumax Comprimido 25mg, caixa com 4 comprimidos revestidos",341.0,13,Sumax Comprimido
Alprazolam 1 30Cpr Ger,341.0,12,Alprazolam 1 30Cpr Ger
Bupropiona 150 30Cpr Ems,341.0,12,Bupropiona 150 30Cpr Ems
Micardis Anlo 40 5 30Cpr Zz,341.0,15,Micardis Anlo 40 5 30Cpr Zz
"Dprev 2.000UI, caixa com 30 comprimidos revestidos",341.0,16,Dprev 2 000Ui
Vick Pastilhas Sabor Menta 5 Unidades,341.0,15,Vick Pastilhas Sabor Menta
"Cloridrato De Fexofenadina Cimed 60Mg, Caixa Com 10 Comprimidos Revestidos",341.0,13,Cloridrato De Fexofenadina Cimed
Amoxicilina 875mg 14cpr ger,341.0,14,Amoxicilina 14Cpr Ger
Atorvastatina 20 Mg 30 Comprimidos Leg,341.0,13,Atorvastatina Leg
"Dicloridrato de Betaistina Eurofarma 24mg, caixa com 30 comprimidos",341.0,13,Dicloridrato De Betaistina Eurofarma
"Aerolin para Nebulização Nebules 1mg/mL, caixa com 20 ampolas com 2,5mL de solução para nebulização + envelope",341.0,12,Aerolin Para Nebulização Nebules Ml
Pharmaton Imunidade e Energia caixa com 60 cápsulas,340.0,13,Pharmaton Imunidade E Energia
@ Amoxicilina+Clav 875Mg 14Cp Eur,340.0,14,Amoxicilina Clav 14Cp Eur
"Seretide Diskus 50mcg + 250mcg, caixa com 1 frasco com 60 doses de pó para inalação de uso oral",340.0,12,Seretide Diskus
"Calman 0,5Ml 5Ml + 0,35Ml Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral",340.0,12,Calman 0 0 Ml
Amoxicilina 500mg Eurofarma Frasco 150ml,340.0,12,Amoxicilina Eurofarma Frasco
"Phitóss 7mg/mL, caixa com 1 frasco com 240mL de xarope",340.0,13,Phitóss Ml
"Camilia 3,333Mg + 3,333Mg + 3,333Mg, 30 Flaconetes Com 1Ml De Solucao De Uso Oral",340.0,12,Camilia 3 3 3 30 Flaconetes Com De Solucao De
Dipirona Gotas 10ml Germed,340.0,12,Dipirona Gotas Germed
Digesan 10Mg Com 20 Capsulas,340.0,12,Digesan Com
"Dexa-Citoneurin NFF 100mg + 100mg + 5mg + 4,37mg, caixa com 3 ampolas com 1mL de solução de uso intramuscular + 3 ampolas com 2mL de diluente",340.0,13,Dexa Citoneurin Nff 4
Nortriptilina 25 30Cap Eur,340.0,13,Nortriptilina 25 30Cap Eur
"Diovan Amlo Fix 320mg + 5mg, caixa com 28 comprimidos revestidos",339.0,13,Diovan Amlo Fix
Acetilcisteína  600mg Kester 16 sachês,339.0,13,Acetilcisteína Kester 16 Sachês
ZZ FOLAGEST 400MG 45CPR,339.0,13,Zz Folagest 45Cpr
"Candicort 20Mg G + 0,64Mg G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Dermatologico",339.0,12,Candicort G 0 G
"Diosmin SDU 900mg + 100mg, caixa com 30 sachês com 5g de granulado para solução oral (sabor abacaxi)",339.0,15,Diosmin Sdu
"Plaq 75mg, caixa com 30 comprimidos revestidos",339.0,15,Plaq
Ablok 25Mg 30Cpr,339.0,12,Ablok 30Cpr
"Olmesartana Medoxomila 20mg + Hidroclorotiazida 12,5mg 30 comprimidos Eurofarma Genérico",339.0,14,Olmesartana Medoxomila Hidroclorotiazida 12 Eurofarma Genérico
"Salsep Jet 9mg/mL, frasco com 100mL de solução de uso nasal",339.0,13,Salsep Jet Ml
"Pietra ED 2mg, caixa com 30 comprimidos revestidos",339.0,13,Pietra Ed
"Xarope Desloratadina 0,5mg mL Nova Química",339.0,16,Xarope Desloratadina 0 Ml Nova Química
"Acetilcisteína Legrand 20mg/mL, caixa com 1 frasco com 120mL de xarope infantil + copo medidor",339.0,14,Acetilcisteína Legrand Ml
Vitergan Master 30Cpr,339.0,12,Vitergan Master 30Cpr
Artrogen Duo 30 Saches De 11G Com Po Para Solucao Oral,339.0,14,Artrogen Duo 30 Saches De Com Po Para Solucao Oral
Astro 600mg Suspensão Oral 15ml,339.0,14,Astro Suspensão Oral
Cetoprofeno 150mg 10 comprimidos EMS Genérico,339.0,12,Cetoprofeno Ems Genérico
"Nitrato De Miconazol Creme Neo Quimica 20Mg G, Caixa Com 1 Bisnaga Com 28G De Creme De Uso Dermatologico",339.0,13,Nitrato De Miconazol Creme Neo Quimica G
Benicar Anlo 20mg + 5mg com 30 comprimidos,339.0,15,Benicar Anlo Com
Insit 100Mg Com 30 Capsulas Duras,339.0,15,Insit Com Duras
"Mylanta Plus 80mg/mL + 80mg/mL + 6mg/mL, caixa com 1 frasco com 240mL de suspensão de uso oral, morango",338.0,13,Mylanta Plus Ml Ml Ml
Gliclazida 60 Mg 60 Comprimidos Ems,338.0,13,Gliclazida Ems
Enalapril 5mg 30 Comprimidos-Legrand Genérico,338.0,13,Enalapril Legrand Genérico
"Xarelto 20mg, caixa com 14 comprimidos revestidos",338.0,15,Xarelto
"Sulfato de Neomicina + Bacitracina Zíncica EMS 5mg + 250UI/g, caixa com 1 bisnaga com 15g de pomada de uso dermatológico",338.0,14,Sulfato De Neomicina Bacitracina Zíncica Ems 250Ui G
"Rosuvastatina Calcica Nova Quimica 10Mg, Caixa Com 30 Comprimidos Revestidos",338.0,13,Rosuvastatina Calcica Nova Quimica
Sabonete Soapex 1  80g,338.0,15,Sabonete Soapex 1
Cloridrato de Tramadol 100Mg ml Neo Química 10ml solução gotas,338.0,16,Cloridrato De Tramadol Ml Neo Química Solução Gotas
Tiorfan Racecadotrila 100mg 9 cápsulas,338.0,15,Tiorfan Racecadotrila
Carvedilol 25 mg 30 comprimidos,338.0,16,Carvedilol
"Dorto 150Mg, Caixa Com 1 Comprimido Revestido",338.0,13,Dorto
"Maracugina PI 90mg/mL, frasco com 100mL de solução de uso oral",338.0,14,Maracugina Pi Ml
"Dicloridrato de Pramipexol 0,250mg Genérico Prati- Donaduzzi 30 Comprimidos",338.0,13,Dicloridrato De Pramipexol 0 Genérico Prati Donaduzzi
Donaren 50mg 60 Comprimidos Revestidos,338.0,12,Donaren Revestidos
"Synthroid 50Mcg, Caixa Contendo 30 Comprimidos",338.0,14,Synthroid Caixa Contendo
Flutivate 05mg creme dermatológico frasco com 15g,337.0,16,Flutivate Creme Dermatológico
Insit 50mg 30 Cápsulas Duras,337.0,16,Insit Duras
"Combodart 0,5Mg + 0,4Mg, Caixa Com 30 Capsulas Gelatinosas Duras",337.0,12,Combodart 0 0
Puran T4 88Mcg 30 Comprimidos,337.0,12,Puran T4
Piroxicam 20mg Genérico Neo Química 15 Cápsulas,337.0,15,Piroxicam Genérico Neo Química
Lamotrigina - Althaia 50mg caixa com 30 comprimidos,337.0,13,Lamotrigina Althaia
Tramal 100mg caixa com 10 comprimidos,337.0,12,Tramal
"Spiriva Respimat 2,5 mcg Boehringer 4mL",337.0,12,Spiriva Respimat 2 Boehringer
"Allexofedrin D 60 + 120mg, caixa com 10 comprimidos revestidos",337.0,12,Allexofedrin D 60
"Florax Sm 50Mi Ml, Caixa Com 5 Flaconetes Com 5Ml De Solucao De Uso Oral, Pediatrico",337.0,14,Florax Sm 50Mi Ml
"Peridal 10Mg, Caixa Com 60 Comprimidos",337.0,13,Peridal
"Tylenol Gotas 200mg/mL, caixa com 1 frasco gotejador com 15mL de solução de uso oral",337.0,13,Tylenol Gotas Ml
Pantogar Men 30 Cápsulas,337.0,12,Pantogar Men
Miorrelax 300 35 50mg 10 comprimidos,337.0,12,Miorrelax 300 35
"Glyquin XM 40mg/g + 100mg/g, caixa com 28 sachês com 1g de creme de uso dermatológico",337.0,12,Glyquin Xm G G
Cloridrato de Fexofenadina 120mg Cimed,337.0,15,Cloridrato De Fexofenadina Cimed
"Carbocisteína EMS 50mg/mL, caixa com 1 frasco com 20mL de solução de uso oral",337.0,17,Carbocisteína Ems Ml
Cloridrato de Duloxetina 30mg 30 Cápsulas Nova Quimica,337.0,14,Cloridrato De Duloxetina Nova Quimica
Humulin N 2 refis com 30ml,337.0,12,Humulin N 2 Refis Com
"Cetoconazol Xampu EMS 20mg/g, caixa com 1 frasco com 100mL de xampu",337.0,15,Cetoconazol Xampu Ems G
Olmesartana 40mg 30 Comprimidos Althaia,336.0,15,Olmesartana Althaia
Vesicare 10mg com 30 Comprimidos,336.0,13,Vesicare Com
Maleato de Midazolam - Medley 15mg caixa com 30 comprimidos,336.0,13,Maleato De Midazolam Medley
Pomada Imescard Caixa Com 1 Bisnaga Com 25G De Pomada De Uso Retal + Aplicador,336.0,13,Pomada Imescard
"Spray Apis Flora Propolis, Mel E Menta 30Ml",336.0,13,Spray Apis Flora Propolis Mel E Menta
Base Fortalecedora Top Beauty Super D-tone SOS Unhas 7mL,336.0,12,Base Fortalecedora Top Beauty Super D Tone Sos Unhas
Ansitec 5mg 90 Comprimidos,336.0,13,Ansitec
"Betina 24Mg, Caixa Com 30 Comprimidos",336.0,14,Betina
"Trezete 20mg + 10mg, caixa com 30 comprimidos revestidos",336.0,13,Trezete
"Proctan 5Mg G + 20Mg G + 20Mg G + 100Mg G, Caixa Com 1 Bisnaga Com 25G De Pomada De Uso Retal",336.0,13,Proctan G G G G
"Duomo HP 2mg + 5 mg, caixa com 30 cápsulas duras",336.0,14,Duomo Hp
"Cilostazol Biosintética - Aché 50mg, caixa com 60 comprimidos",336.0,13,Cilostazol Biosintética Aché
Canesten Clotrimazol 10mg g Creme Dermatológico 20g,336.0,14,Canesten Clotrimazol G Creme Dermatológico
Azitromicina 500mg Globo Genérico com 5 Comprimidos Revestidos,336.0,13,Azitromicina Globo Genérico Com Revestidos
"Allegra 6mg/mL, caixa com 1 frasco com 150mL de suspensão de uso oral + seringa dosadora, sabor framboesa",335.0,16,Allegra Ml
"Canesten 10mg/mL, caixa com 1 frasco spray com 30mL de solução de uso dermatológico",335.0,13,Canesten Ml
Olmecor 40 Mg 30 Comprimidos,335.0,13,Olmecor
"Puran T4 37,5Mcg 30 Comprimidos",335.0,13,Puran T4 37
Locao Para Pernas E Pes Fletop 200Ml,335.0,13,Locao Para Pernas E Pes Fletop
"Vazidin Mr 35Mg, Caixa Com 60 Comprimidos Revestidos",335.0,14,Vazidin Mr
"Calcitran D3 400UI, caixa com 30 comprimidos revestidos",335.0,15,Calcitran D3 400Ui
Doricin 36 Comprimidos,335.0,13,Doricin
Anafranil 25mg caixa com 20 drágeas,335.0,13,Anafranil
Amato 25mg 60 Comprimidos,335.0,13,Amato
"Neosaldina 30mg + 300mg + 30mg, blíster com 4 drágeas",335.0,15,Neosaldina Blíster Com
"Pilulas Imescard 10Mg + 10Mg + 10Mg + 30Mg, Caixa Com 36 Drageas",335.0,14,Pilulas Imescard
Remilev 20Cpr,335.0,12,Remilev 20Cpr
Suplemento Vitaminico Velus Mag 30 Cpr,335.0,12,Suplemento Vitaminico Velus Mag 30 Cpr
Paxil CR 125mg caixa com 30 comprimidos,335.0,15,Paxil Cr
"Concor HCT 5mg + 12,5mg caixa com 30 comprimidos",335.0,14,Concor Hct 12
Torval CR 500mg caixa com 30 comprimidos,335.0,12,Torval Cr
"Sintocalmy 300Mg, Caixa Com 20 Comprimidos Revestidos",335.0,14,Sintocalmy
"Parasin 40Mg Ml, Caixa Contendo 1 Frasco Com 10Ml De Suspensao De Uso Oral",334.0,12,Parasin Ml Caixa Contendo 1
"Toperma 5 , Caixa Com 10 Emplastros",334.0,14,Toperma 5
Fitoless 30Caps,334.0,12,Fitoless 30Caps
"Fluimucil 40Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor",334.0,13,Fluimucil Ml
"Polaramine 0,4mg/mL, caixa com 1 frasco com 120mL de solução de uso oral + copo medidor",334.0,13,Polaramine 0 Ml
Succinato de Metoprolol 100mg 30 Comprimidos - Biolab,334.0,14,Succinato De Metoprolol Biolab
"Novalgina 50Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral + Seringa Dosadora Copo",334.0,14,Novalgina Ml
"Prednisona Neo Quimica 20Mg, Caixa Com 10 Comprimidos",334.0,14,Prednisona Neo Quimica
"Femiane 0,075Mg + 0,020Mg, Caixa Com 21 Drageas",334.0,12,Femiane 0 0
Losartana Potássica 50mg 30 Comprimidos Revestidos,334.0,12,Losartana Potássica Revestidos
"Babymed 10000UI/g + 400UI/g + 100mg/g, bisnaga com 45g de pomada de uso dermatológico",334.0,14,Babymed 10000Ui G 400Ui G G Bisnaga Com De Pomada De Uso Dermatológico
Astro 500mg 2cpr,334.0,12,Astro 2Cpr
"Musculare 10mg, Caixa Com 15 Comprimidos",334.0,14,Musculare
"Versa 60mg + 2 Seringas Preenchidas com 0,6ml",334.0,12,Versa 2 Seringas Preenchidas Com 0
"Pressat Besilato de Anlodipino 2,5mg 60 comprimidos",334.0,13,Pressat Besilato De Anlodipino 2
"Fenazic 7,5 Com 30 Comprimidos",334.0,14,Fenazic 7 5 Com
Base Endurecedora com Formol Top Beauty Concreto SOS Unhas 7mL,334.0,12,Base Endurecedora Com Formol Top Beauty Concreto Sos Unhas
Codeina 30Mg Paracetamol 24Cpr Biol,334.0,13,Codeina Paracetamol 24Cpr Biol
Risperidon 1mg ml solução oral frasco com 30ml,333.0,13,Risperidon Ml Solução Oral
Gabapentina 300 30Cap Biol,333.0,12,Gabapentina 300 30Cap Biol
"Aradois 25mg, caixa com 60 comprimidos revestidos",333.0,14,Aradois
Procoralan Ivabradina 5mg 56 Comprimidos,333.0,13,Procoralan Ivabradina
"Andolba Aerossol 4,5Mg G + 0,5Mg G + 0,5Mg G, Caixa Com 1 Tubo Aerosol Com 43G De Solucao De Uso Dermatologico",333.0,13,Andolba Aerossol 4 G 0 G 0 G
"Cor - Select 2,5mg Biolab 30 Comprimidos",333.0,14,Cor Select 2 Biolab
"Lisinopril Medley 10mg, caixa com 30 comprimidos",333.0,13,Lisinopril Medley
Conexium 30 Comprimidos,333.0,12,Conexium
Pergo Solução Oral 2mg mL Eurofarma 120mL,333.0,13,Pergo Solução Oral Ml Eurofarma
"Brasart BCC 320 + 5mg, caixa com 30 comprimidos revestidos",333.0,13,Brasart Bcc 320
Lavitan Kids Sabor Tutti-Frutti Solução Oral com 240ml,333.0,14,Lavitan Kids Sabor Tutti Frutti Solução Oral Com
Prelone 20mg 10 Comprimidos,333.0,13,Prelone
