Produto Original,Total Unidades,Frequencia,Termo de Busca
Creon 10.000 30 cápsulas com minimicroesferas acidorresitentes,280.0,13,Creon 10 000 Com Minimicroesferas Acidorresitentes
"Daivobet 50mcg/g + 0,5mg/g Gel Dermatológico 30g",280.0,13,Daivobet G 0 G Gel Dermatológico
Supositório de Glicerina Granado Adulto 12un,280.0,12,Supositório De Glicerina Granado Adulto 12Un
Monessa 90 cápsulas,280.0,13,Monessa
Doss 50.000UI 4 cápsulas gelatinosas moles,280.0,13,Doss 50 000Ui Gelatinosas Moles
Olmecor 40mg 30 comprimidos revestidos,280.0,14,Olmecor Revestidos
Bálsamo Bengué Aerossol 170ml,280.0,13,Bálsamo Bengué Aerossol
"Ginna 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada",280.0,14,Ginna 0 G Creme Ginecológico 7 Aplicadores De Cada
Prolopa DR 200/50mg 30 comprimidos de liberação modificada,280.0,12,Prolopa Dr 200 De Liberação Modificada
Cloreto de Magnésio PA Ifal 33g,280.0,12,Cloreto De Magnésio Pa Ifal
Dexa Citoneurin NFF Injetável 6 ampolas: 3 com 1ml intramuscular + 3 com 2ml de diluente,280.0,12,Dexa Citoneurin Nff Injetável 6 Ampolas 3 Com Intramuscular 3 Com De Diluente
Propranolol 80mg 30 comprimidos,280.0,13,Propranolol
Plasil 10mg 20 comprimidos,280.0,13,Plasil
"Broncho - Vaxom 3,5mg 10 cápsulas",280.0,13,Broncho Vaxom 3
Dexilant 60mg Takeda 60 cápsulas de liberação retardada,279.0,12,Dexilant Takeda De Liberação Retardada
"Miranova 0,10mg + 0,02mg 21 drágeas",279.0,13,Miranova 0 0
"Concor HCT 5mg + 12,5mg 30 comprimidos revestidos",279.0,12,Concor Hct 12 Revestidos
Montelair 4mg Sabor Cereja 60 comprimidos mastigáveis,279.0,12,Montelair Sabor Cereja Mastigáveis
Fluidificante e Descongestionante Nasal Rinosoro SIC Spray 3%  50ml,279.0,14,Fluidificante E Descongestionante Nasal Rinosoro Sic Spray 3
"Aradois H 50mg + 12,5mg 30 comprimidos revestidos",279.0,13,Aradois H 12 Revestidos
Musculare 10mg 30 comprimidos revestidos,279.0,13,Musculare Revestidos
Suplemento Alimentar Gestamax Plus 30 cápsulas gelatinosas moles,279.0,12,Suplemento Alimentar Gestamax Plus Gelatinosas Moles
Onglyza 5mg 28 comprimidos revestidos,279.0,14,Onglyza Revestidos
"Vonau Flash 8mg Biolab, 30 comprimidos de desintegração oral",279.0,12,Vonau Flash Biolab De Desintegração Oral
Fly 250mg 10 cápsulas moles,279.0,13,Fly Moles
Humalog 1000UI 1 ampola com 10ml,279.0,12,Humalog 1000Ui 1 Ampola Com
Solução Oftálmica Pilocarpina 1% 10ml,278.0,14,Solução Oftálmica Pilocarpina 1
Slow - K 600mg 20 drágeas,278.0,13,Slow K
Aradois 25mg 60 comprimidos revestidos,278.0,12,Aradois Revestidos
"Femiane 0,075mg + 0,020mg 21 drágeas",278.0,12,Femiane 0 0
Symbicort Turbuhaler 12/400 mcg por inalação 60 doses de pó para inalação,278.0,12,Symbicort Turbuhaler 12 Por Inalação 60 Doses De Pó Para Inalação
"Ad-Muc 0,4% Soluçao Spray 30ml",278.0,12,Ad Muc 0 4 Soluçao Spray
"Concor 2,5mg 30 comprimidos revestidos",278.0,13,Concor 2 Revestidos
Synthroid 175mcg 30 comprimidos,278.0,12,Synthroid
Vaporizante Descongestionante Vick VapoRub Unguento 30g,278.0,14,Vaporizante Descongestionante Vick Vaporub Unguento
Resfenol 20 cápsulas,278.0,13,Resfenol
Bye Bye Fever para Adultos 2 unidades,278.0,13,Bye Bye Fever Para Adultos
Analgésico Novalgina 500mg/ml 10ml,278.0,14,Analgésico Novalgina Ml
"Micropil R21 0,075 + 0,020mg 21 comprimidos revestidos",278.0,13,Micropil R21 0 075 0 Revestidos
Suplemento Alimentar Doss Zinco + Vitamina D3 2.000UI + 20mg 30 cápsulas gelatinosas,278.0,15,Suplemento Alimentar Doss Zinco Vitamina D3 2 000Ui Gelatinosas
Suplemento Alimentar Althaia Vitamina D3 5.000UI 30 cápsulas moles,277.0,14,Suplemento Alimentar Althaia Vitamina D3 5 000Ui Moles
Tanderalgin Delta 15 Comprimidos,277.0,15,Tanderalgin Delta
Leucogen 80mg 30 cápsulas,277.0,15,Leucogen
"Xarope Notuss 3,0mg/ml Sabor Mel 120ml",277.0,12,Xarope Notuss 3 Ml Sabor Mel
Ibuliv 400mg 8 cápsulas moles,277.0,13,Ibuliv Moles
Benegrip 6 comprimidos revestidos,277.0,12,Benegrip Revestidos
Bicerto 150mg 10 comprimidos de liberação prolongada,277.0,14,Bicerto De Liberação Prolongada
Xarope Transpulmin 100mg/15ml Pediátrico Sabor Mel 150ml,277.0,14,Xarope Transpulmin Pediátrico Sabor Mel
Micardis 80mg 30 comprimidos,277.0,12,Micardis
Angeliq 1mg + 2mg 28 comprimidos revestidos,277.0,13,Angeliq Revestidos
Dorflex Max 8 comprimidos,277.0,13,Dorflex Max
Vertigoheel 50 comprimidos,277.0,12,Vertigoheel
Vitamina D3 Addera D3 5.000UI 30 comprimidos revestidos,276.0,13,Vitamina D3 Addera D3 5 000Ui Revestidos
Levoid 125mcg 30 comprimidos,276.0,12,Levoid
Dexaneurin Injetável 3 Ampolas A de 2mL e 3 Ampolas B de 1mL,276.0,13,Dexaneurin Injetável 3 Ampolas A De E 3 Ampolas B De
Creme Dermatológico Vodol 20mg/g 28g,276.0,13,Creme Dermatológico Vodol G
Busonid Caps 400mcg 60 cápsulas para inalação + 1 inalador,276.0,14,Busonid Caps Para Inalação 1 Inalador
Lactulona 667mg/ml Xarope Sabor Ameixa 120ml,276.0,13,Lactulona Ml Xarope Sabor Ameixa
Capy 50mg/ml Solução Capilar 5% 50ml,276.0,13,Capy Ml Solução Capilar 5
"Inpruv DK 7.000UI + 100mcg Apsen, 8 Comprimidos",275.0,13,Inpruv Dk 7 000Ui Apsen
Aradois H 100mg + 25mg 30 comprimidos revestidos,275.0,13,Aradois H Revestidos
Voltaren 50mg 20 comprimidos revestidos,275.0,13,Voltaren Revestidos
Nivux 100mg + 20mg 12 Comprimidos,275.0,13,Nivux
"Indapen SR 1,5mg 30 comprimidos revestidos de liberação prolongada",275.0,13,Indapen Sr 1 Revestidos De Liberação Prolongada
Protetor Ocular Estéril Sancare Tamanho M 10 unidades,275.0,12,Protetor Ocular Estéril Sancare Tamanho M
Suplemento Hidroeletrolítico Hidralyte Laranja 500ml,275.0,12,Suplemento Hidroeletrolítico Hidralyte Laranja
"Celerg 0,25mg + 2mg 20 comprimidos",275.0,13,Celerg 0
Noex 64mcg Spray Nasal 120 doses,275.0,13,Noex Spray Nasal 120 Doses
Pralívio 100mg/ml Sabor Tutti-Frutti 20ml,275.0,13,Pralívio Ml Sabor Tutti Frutti
Melhoral Adulto 8 comprimidos,275.0,15,Melhoral Adulto
Antiácido Droxaine 240ml,275.0,13,Antiácido Droxaine
Vitamina D3 Addera D3 10.000UI 10 cápsulas moles,275.0,13,Vitamina D3 Addera D3 10 000Ui Moles
Corus 25mg 30 comprimidos revestidos,275.0,13,Corus Revestidos
Predsim 40mg 7 comprimidos,274.0,12,Predsim
Laxante Fitoterápico Tamarine Geléia Zero Açúcar 250g,274.0,12,Laxante Fitoterápico Tamarine Geléia Zero Açúcar
"Clob - X 0,5mg/ml Emulsão Dermatológica 59ml",274.0,12,Clob X 0 Ml Emulsão Dermatológica
Olmecor 20mg 30 comprimidos revestidos,274.0,13,Olmecor Revestidos
Antiácido Mylanta Plus Sabor Morango 240ml,274.0,14,Antiácido Mylanta Plus Sabor Morango
Fledoid 500 Gel 40g,274.0,13,Fledoid El
Probiótico ZincoPro Marjan 6 Cápsulas,274.0,12,Probiótico Zincopro Marjan
"Trok 20mg/g + 0,64mg/g Pomada Dermatológico 30g",274.0,15,Trok G 0 G Pomada Dermatológico
Solução Nasal em Spray Vick Primeira Proteção 15ml,274.0,15,Solução Nasal Em Spray Vick Primeira Proteção
Antigases Luftal Infantil Gotas 75mg/ml Sabor Cereja 15ml,274.0,13,Antigases Luftal Infantil Gotas Ml Sabor Cereja
"Nesina Met* 12,5mg + 850mg 60 comprimidos revestidos",274.0,13,Nesina Met 12 Revestidos
Tandene 30 comprimidos,273.0,12,Tandene
Chá Vick Pyrena Sabor Mel e Limão 5g,273.0,12,Chá Vick Pyrena Sabor Mel E Limão
Antiácido Gastrol Pó Efervescente Sabor Laranja 5g,273.0,13,Antiácido Gastrol Pó Efervescente Sabor Laranja
Cimegripe Gotas Pediátrico Sabor Laranja 20ml,273.0,14,Cimegripe Gotas Pediátrico Sabor Laranja
Flexalgin 300mg + 125mg + 50mg + 30mg 30 comprimidos,273.0,12,Flexalgin
Nizoral 20mg/g Creme Dermatológico 30g,273.0,13,Nizoral G Creme Dermatológico
Analgésico Dorflex Uno 1g 10 comprimidos efervescente,273.0,13,Analgésico Dorflex Uno Efervescente
Vesicare 10mg 30 comprimidos revestidos,273.0,14,Vesicare Revestidos
Fluir 12mcg 60 cápsulas de pó para inalação,273.0,12,Fluir De Pó Para Inalação
Xarope Vick Mel 100ml,272.0,13,Xarope Vick Mel
Atroveran Dip 500mg/ml 20ml,272.0,13,Atroveran Dip Ml
Analgésico CataflamPRO Aerossol 85ml,272.0,13,Analgésico Cataflampro Aerossol
Gynpro 100mg 30 cápsulas moles,272.0,12,Gynpro Moles
Probiótico ProHN 30 cápsulas,272.0,13,Probiótico Prohn
Voltaren SR 75mg 20 comprimidos revestidos de liberação prolongada,272.0,13,Voltaren Sr Revestidos De Liberação Prolongada
Cataflam D 50mg 20 comprimidos dispersíveis,272.0,13,Cataflam D Dispersíveis
Buscopan Composto 20 comprimidos revestidos,272.0,13,Buscopan Composto Revestidos
"Diprosone 0,5mg/g Pomada 30g",272.0,13,Diprosone 0 G Pomada
Cetrolac MD 4mg/ml 5ml,272.0,13,Cetrolac Md Ml
"Vagicand 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada",272.0,14,Vagicand 0 G Creme Ginecológico 7 Aplicadores De Cada
Loratamed Loratadina 1mg/ml Sabor Uva 100ml,272.0,12,Loratamed Loratadina Ml Sabor Uva
Vicog 5mg 30 comprimidos,272.0,12,Vicog
Acheflan 5mg/g Aerossol 75ml,271.0,12,Acheflan G Aerossol
Flancox 400mg 20 comprimidos revestidos,271.0,13,Flancox Revestidos
Aldomet 250mg 30 comprimidos revestidos,271.0,15,Aldomet Revestidos
Flagass 75mg/ml Sabor Laranja 10ml,271.0,13,Flagass Ml Sabor Laranja
"Descongestionante Nasal Sorine SSC 0,9% Spray Suave Jato Contínuo 100ml",271.0,12,Descongestionante Nasal Sorine Ssc 0 9 Spray Suave Jato Contínuo
Vasopril Plus 10mg + 25mg 30 comprimidos,271.0,12,Vasopril Plus
Euthyrox 50mcg 50 comprimidos,271.0,16,Euthyrox
Suplemento Alimentar Calcitran D3 1000ui 60 comprimidos revestidos,271.0,14,Suplemento Alimentar Calcitran D3 1000Ui Revestidos
Decongex Plus Gotas 20ml,271.0,12,Decongex Plus Gotas
Neosaldina 10 drágeas,271.0,12,Neosaldina
Analgésico Tylenol Criança 32mg/ml Sabor Frutas 60ml,270.0,12,Analgésico Tylenol Criança Ml Sabor Frutas
Myrafer 400mg 30 comprimidos revestidos,270.0,12,Myrafer Revestidos
Vasogard 50mg 30 comprimidos,270.0,14,Vasogard
Hirudoid 500 Pomada 5mg/g 40g,270.0,12,Hirudoid 500 Pomada G
Benegrip Multi Noite 20 comprimidos,270.0,13,Benegrip Multi Noite
"Solução Oftálmica Glautimol 6,8mg/ml 5ml",270.0,12,Solução Oftálmica Glautimol 6 Ml
Plurair 50mcg/dose Spray 60 doses 6ml,270.0,13,Plurair Dose Spray 60 Doses
"Dastene 0,5mg 30 cápsulas moles",270.0,13,Dastene 0 Moles
Amiobal 200MG 30 Comprimidos,270.0,14,Amiobal
Cetrolac SL 10mg 10 comprimidos sublinguais,270.0,13,Cetrolac Sl Sublinguais
Ebastel 1mg/ml Xarope 60ml,270.0,13,Ebastel Ml Xarope
Meclin 50mg 15 comprimidos,270.0,13,Meclin
Maxalgina 500mg/ml Gotas Sabor Abacaxi 10ml,269.0,14,Maxalgina Ml Gotas Sabor Abacaxi
Actonel Chronos 35mg 4 comprimidos revestidos de liberação retardada,269.0,12,Actonel Chronos Revestidos De Liberação Retardada
Fenergan 25mg 20 comprimidos revestidos,269.0,15,Fenergan Revestidos
Flexive CDM Creme 25g,269.0,13,Flexive Cdm Creme
Abrilar 7mg/ml Xarope 100ml,269.0,14,Abrilar Ml Xarope
Triazol 150mg 1 cápsula,269.0,12,Triazol
"Solução Oftálmica Timoptol 0,5% 5ml",269.0,12,Solução Oftálmica Timoptol 0 5
Varivax 100mg 30 comprimidos,269.0,12,Varivax
Lipless 100mg 30 comprimidos,269.0,12,Lipless
"Atensina 0,150mg 30 comprimidos",269.0,14,Atensina 0
Sal de Frutas Eno Tônica 100g,269.0,13,Sal De Frutas Eno Tônica
Azukon MR 30mg 30 Comprimidos,269.0,13,Azukon Mr
Primera 20 150mcg + 20mcg 21 comprimidos,269.0,13,Primera 20
"Drenison N 0,125mg/g + 0,35mg/g Pomada 30g",269.0,13,Drenison N 0 G 0 G Pomada
Tylenol DC 1g Multiplas Dores 4 comprimidos,269.0,12,Tylenol Dc Multiplas Dores
Rubenti 200mg 30 cápsulas duras de liberação prolongada,269.0,13,Rubenti Duras De Liberação Prolongada
Basaglar 100UI/ml 5 refis de 3ml,269.0,12,Basaglar 100Ui Ml 5 Refis De
Folacin Sabor Laranja Gotas 30ml,269.0,14,Folacin Sabor Laranja Gotas
Duphaston 10mg 28 comprimidos revestidos,269.0,14,Duphaston Revestidos
Gel para Higiene dos Olhos Blephagel 40g,269.0,12,Gel Para Higiene Dos Olhos Blephagel
Xarope Expectuss 30mg/5ml Adulto 100ml,269.0,13,Xarope Expectuss Adulto
Suplemento para Gestantes Regenesis 30 Cápsulas Moles,268.0,12,Suplemento Para Gestantes Regenesis Moles
Ceci 2mg + 1mg 28 comprimidos revestidos,268.0,13,Ceci Revestidos
Loção Pediletan 1% 60ml + Pente Fino,268.0,13,Loção Pediletan 1 Pente Fino
Lípitor 20mg 30 comprimidos revestidos,268.0,14,Lípitor Revestidos
Acertanlo 14mg + 10mg 30 comprimidos,268.0,12,Acertanlo
"Novanlo 2,5mg 30 comprimidos",268.0,12,Novanlo 2
Suplemento Alimentar UroCran Cranberry 500mg 30 Cápsulas,268.0,12,Suplemento Alimentar Urocran Cranberry
Somalgin Cardio 325mg 32 comprimidos revestidos de dupla camada,268.0,12,Somalgin Cardio Revestidos De Dupla Camada
ProVance Aché Sabor Limão 10 Comprimidos Mastigáveis,268.0,13,Provance Aché Sabor Limão Mastigáveis
"Solução Oftálmica Claroft 0,12mg/ml 15ml",268.0,12,Solução Oftálmica Claroft 0 Ml
Ibufran 400mg 8 cápsulas líquidas,267.0,14,Ibufran Líquidas
Cáscara Sagrada 75mg 45 Cápsulas Duras,267.0,13,Cáscara Sagrada Duras
Clorana 50mg 20 comprimidos,267.0,12,Clorana
"Cutisanol 1,5mg/g + 45mg/g Gel 100g",267.0,12,Cutisanol 1 G G Gel
Aspirina Prevent 100mg 30 comprimidos revestidos,267.0,12,Aspirina Prevent Revestidos
Levoid 75mcg 30 comprimidos,267.0,13,Levoid
Neblock 5mg 60 comprimidos,267.0,12,Neblock
Advil 600mg 12 Horas 12 comprimidos revestidos de liberação prolongada,267.0,13,Advil 12 Horas Revestidos De Liberação Prolongada
Solução Oftálmica Azopt 10mg/ml 5ml,267.0,12,Solução Oftálmica Azopt Ml
Mercilon 150mcg + 20mcg 21 comprimidos,267.0,14,Mercilon
Fluviral Noite 20 comprimidos,267.0,14,Fluviral Noite
Peridal 10mg 60 comprimidos,267.0,13,Peridal
Colchis 1mg 30 comprimidos,266.0,12,Colchis
"Cyclofemina 25mg + 5mg Solução Injetável 1 ampola com 0,5ml",266.0,13,Cyclofemina Solução Injetável 1 Ampola Com 0
"Descongestionante Inalante Vick Bastão 0,5g",266.0,12,Descongestionante Inalante Vick Bastão 0
Floratil 200mg 4 envelopes com 1g cada,266.0,12,Floratil Com Cada
Zyloric 300mg 30 comprimidos,266.0,15,Zyloric
Crestor 20mg 30 comprimidos revestidos,266.0,14,Crestor Revestidos
Buscopan 10mg 20 drágeas,266.0,12,Buscopan
Suplemento Vitamínico Ad-Til 20ml,266.0,13,Suplemento Vitamínico Ad Til
"Natrilix SR 1,5mg 30 comprimidos revestidos de liberação prolongada",266.0,12,Natrilix Sr 1 Revestidos De Liberação Prolongada
Dolamin Flex 125mg + 5 mg 15 comprimidos revestidos,266.0,13,Dolamin Flex Revestidos
Multigrip 20 cápsulas gelatinosas duras,266.0,14,Multigrip Gelatinosas Duras
Invokana 100mg 30 comprimidos revestidos,266.0,14,Invokana Revestidos
Cimegripe Muc 600mg + 1g 10 comprimidos efervescentes,266.0,13,Cimegripe Muc Efervescentes
Analgésico Tylenol Bebê 100mg/ml Sabor Frutas 15ml + Seringa Dosadora,266.0,14,Analgésico Tylenol Bebê Ml Sabor Frutas Seringa Dosadora
Glifage 1g 30 comprimidos revestidos,266.0,13,Glifage Revestidos
Probiótico 20 Bí 10 Cápsulas com 335mg,266.0,12,Probiótico 20 Bí Com
Kóide D Xarope 120ml + copo medidor,266.0,13,Kóide D Xarope Copo Medidor
Gázia 40mg 28 comprimidos gastrorresistentes,266.0,13,Gázia Gastrorresistentes
Coristina D Pro 8 comprimidos,266.0,13,Coristina D Pro
Arpadol 400mg 30 comprimidos revestidos,266.0,14,Arpadol Revestidos
Ferinject 50mg/ml 1 ampola com 10ml,266.0,13,Ferinject Ml 1 Ampola Com
Bonviva 150mg 1 comprimido revestido,265.0,13,Bonviva Revestido
Gel Hidratante Intravaginal Lubrinat 1 Bisnaga 30g + 10 Aplicadores Descartáveis,265.0,14,Gel Hidratante Intravaginal Lubrinat 1 Bisnaga 10 Aplicadores Descartáveis
Adesivos Salonpas Pequeno 4un,265.0,12,Adesivos Salonpas Pequeno 4Un
Elprazol 20mg 56 cápsulas duras de liberação retardada,265.0,13,Elprazol Duras De Liberação Retardada
"Micropil 0,075mg + 0,030mg 63 comprimidos revestidos",265.0,14,Micropil 0 0 Revestidos
Kaloba 825mg/ml Gotas 50ml,265.0,12,Kaloba Ml Gotas
Vabam 20mg 15 comprimidos revestidos,265.0,13,Vabam Revestidos
Antiácido Sonrisal Sabor Tradicional 2 comprimidos efervescentes,264.0,13,Antiácido Sonrisal Sabor Tradicional Efervescentes
Novoprazol 20mg 28 cápsulas,264.0,13,Novoprazol
Vasogard 100mg 60 comprimidos,264.0,12,Vasogard
Lenços Nasais Umedecidos Salsep Kids 30un,264.0,14,Lenços Nasais Umedecidos Salsep Kids 30Un
Tandrilax Aché 30 comprimidos,264.0,13,Tandrilax Aché
"Solução Oftálmica Lumigan RC 0,01% 5ml",264.0,13,Solução Oftálmica Lumigan Rc 0 01
Succinato de Solifenacina 10mg Ranbaxy 30 comprimidos revestidos,264.0,13,Succinato De Solifenacina Ranbaxy Revestidos
Antiácido Eno Pastilhas Mastigáveis 500mg Sabor Menta 4un,264.0,14,Antiácido Eno Pastilhas Mastigáveis Sabor Menta 4Un
"Ablok Plus 50mg + 12,5mg 30 comprimidos",264.0,13,Ablok Plus 12
Ogestan Gold 90 cápsulas,264.0,12,Ogestan Gold
Spidufen 1155mg Sabor Menta Anis com 10 Envelopes de 3g cada,263.0,13,Spidufen Sabor Menta Anis Com De Cada
Flavonid 450mg + 50mg 30 comprimidos revestidos,263.0,14,Flavonid Revestidos
Acheflan 5mg/g Creme 30g,263.0,13,Acheflan G Creme
"Atacand HCT 16mg + 12,5mg 30 comprimidos",263.0,13,Atacand Hct 12
Analgésico Novalgina 500mg/ml 20ml,263.0,14,Analgésico Novalgina Ml
Suplemento Vitamínico Regenesis Para Gestantes 60 Cápsulas Moles,263.0,14,Suplemento Vitamínico Regenesis Para Gestantes Moles
Helleva 80mg 2 comprimidos,262.0,14,Helleva
Topcoid 500 Gel 5mg/ml 40g,262.0,12,Topcoid El Ml
Uro-Vaxom 6mg 30 cápsulas,262.0,15,Uro Vaxom
Flanax 275mg 8 comprimidos,262.0,13,Flanax
Flavenos 450mg + 50mg 30 comprimidos revestidos,262.0,13,Flavenos Revestidos
Antialérgico Allegra 120mg 10 comprimidos revestidos,262.0,12,Antialérgico Allegra Revestidos
"Solução Nasal Sinustrat 9,0mg/ml 30ml",262.0,14,Solução Nasal Sinustrat 9 Ml
"Trezete 10mg + 10mg Aché, 30 comprimidos",262.0,14,Trezete Aché
Gynopac 4 comprimidos + Creme Ginecológico 35g + 7 aplicadores,262.0,12,Gynopac Creme Ginecológico 7 Aplicadores
Listo 8mg 10 comprimidos de desintegração oral,261.0,13,Listo De Desintegração Oral
Ambroxmel 30mg/5ml Xarope Sabor Mel e Eucalipto 120ml,261.0,13,Ambroxmel Xarope Sabor Mel E Eucalipto
"Sandrena 0,1mg Gel 28 sachês com 1g",261.0,12,Sandrena 0 Gel 28 Sachês Com
Anador 500mg 24 comprimidos,261.0,13,Anador
Spray Nasal Aquoso Nasonex 120 doses 17ml,261.0,14,Spray Nasal Aquoso Nasonex 120 Doses
Vagifem 10mcg 18 comprimidos vaginais com aplicadores individuais,261.0,13,Vagifem Vaginais Com Aplicadores Individuais
Citoneurin 5.000 100mg + 100mg + 5.000mcg 60 drágeas,261.0,13,Citoneurin 5 000 5
Analgésico Calminex Ice Aerossol 170g,261.0,12,Analgésico Calminex Ice Aerossol
Venzer 16mg 30 comprimidos,261.0,14,Venzer
Betalor 5mg + 50mg 30 cápsulas,261.0,13,Betalor
Vastarel Caps LP 80mg 30 cápsulas duras de liberação prolongada,261.0,13,Vastarel Caps Lp Duras De Liberação Prolongada
Vatis 150mg 60 comprimidos revestidos,261.0,13,Vatis Revestidos
Gino-Canesten 6 Dias Creme 35g + 6 aplicadores,260.0,13,Gino Canesten 6 Dias Creme 6 Aplicadores
"Reduclim 2,5mg 35 comprimidos",260.0,13,Reduclim 2
Spray Ciflogex Sabor Mel 30ml,260.0,13,Spray Ciflogex Sabor Mel
Gino Canesten 1 Dia 500mg 1 comprimido vaginal + 1 aplicador,260.0,12,Gino Canesten 1 Dia Vaginal 1 Aplicador
Anador 500mg 4 comprimidos,260.0,13,Anador
"Iccor 2,5mg 30 comprimidos revestidos",260.0,12,Iccor 2 Revestidos
Siilif 100mg 60 comprimidos revestidos,260.0,14,Siilif Revestidos
Traumeel S Pomada 50g,260.0,12,Traumeel S Pomada
Gripalcê Uno Bebê Sabor Cereja 15ml,260.0,12,Gripalcê Uno Bebê Sabor Cereja
Seretide Spray 25mcg + 125mcg/dose Suspensão Aerossol 120 doses + válvula dosadora,259.0,12,Seretide Spray Dose Suspensão Aerossol 120 Doses Válvula Dosadora
"Decadron 0,5mg/5ml Elixir Sabor Cereja e Menta 120ml",259.0,13,Decadron 0 Elixir Sabor Cereja E Menta
"Pred Mild 0,12% 5ml",259.0,12,Pred Mild 0 12
Buscoveran Composto 10ml,259.0,12,Buscoveran Composto
Gamax 980mg 15 cápsulas,259.0,13,Gamax
Regulador Intestinal 20 Bí 5 Cápsulas com 335mg,259.0,13,Regulador Intestinal 20 Bí Com
Buscofem 400mg 20 cápsulas,259.0,13,Buscofem
Varicell Phyto 500mg 30 cápsulas,259.0,12,Varicell Phyto
"Micardis HCT 40mg + 12,5mg 30 comprimidos",259.0,12,Micardis Hct 12
"Nienza 6,25mg 30 comprimidos",259.0,14,Nienza 6
Percof 6mg/ml 120ml,259.0,12,Percof Ml
Ésio 20mg 28 comprimidos revestidos,259.0,12,Ésio Revestidos
"Ablok Plus 50mg + 12,5mg 60 comprimidos",259.0,15,Ablok Plus 12
Atrofem 10 cápsulas moles,258.0,12,Atrofem Moles
Diminut 75mcg + 20mcg 63 comprimidos revestidos,258.0,13,Diminut Revestidos
Vick Pyrena Grip-7 10 Cápsulas,258.0,13,Vick Pyrena Grip 7
Creme Dermatológico Clotrimix 10mg/g 20g,258.0,13,Creme Dermatológico Clotrimix G
Hixizine 2mg/ml Xarope 120ml,258.0,12,Hixizine Ml Xarope
Seretide Spray 25mcg + 250mcg/dose Suspensão Aerossol 120 doses + válvula dosadora,258.0,13,Seretide Spray Dose Suspensão Aerossol 120 Doses Válvula Dosadora
Kóide Elixir 120ml + copo medidor,258.0,12,Kóide Elixir Copo Medidor
Bálsamo Bengué Pomada 20g,257.0,15,Bálsamo Bengué Pomada
"Selene 0,035mg + 2mg 63 comprimidos revestidos",257.0,12,Selene 0 Revestidos
Histadin D 5mg + 120mg 12 comprimidos revestidos,257.0,12,Histadin D Revestidos
Gino-Canesten Balance 7 bisnagas aplicadoras 5ml cada,257.0,13,Gino Canesten Balance 7 Bisnagas Aplicadoras Cada
Solução de Desinfecção Multipropósito Opti-Free Puremoist 300ml + 120ml + Estojo de Lentes,257.0,12,Solução De Desinfecção Multipropósito Opti Free Puremoist Estojo De Lentes
Suavicid Legrand Bisnaga com 30g,257.0,12,Suavicid Legrand Bisnaga Com
Musculare 5mg 30 comprimidos,257.0,12,Musculare
Isordil 10mg 30 comprimidos,257.0,13,Isordil
Profenid Entérico 100mg 20 comprimidos revestidos,257.0,12,Profenid Entérico Revestidos
Diosmin 450mg + 50mg 60 comprimidos revestidos,257.0,12,Diosmin Revestidos
Aloxidil 50mg/ml Spray Capilar 50ml,257.0,14,Aloxidil Ml Spray Capilar
Bye Bye Fever para Bebês 0 a 2 Anos 2 unidades,257.0,15,Bye Bye Fever Para Bebês 0 A 2 Anos
Vaslip 10mg 30 comprimidos revestidos,257.0,15,Vaslip Revestidos
Livalo 2mg 30 comprimidos revestidos,257.0,12,Livalo Revestidos
"Level 0,10mg + 0,02mg 21 comprimidos revestidos",257.0,13,Level 0 0 Revestidos
Rosucor 10mg 60 comprimidos revestidos,257.0,13,Rosucor Revestidos
Teolong 100mg 30 cápsulas com microgrânulos de liberação prolongada,257.0,12,Teolong Com Microgrânulos De Liberação Prolongada
Deltametril D 4% Emulsão Capilar 100ml,257.0,12,Deltametril D 4 Emulsão Capilar
Buscoplex Composto Gotas 20ml,257.0,12,Buscoplex Composto Gotas
Analgésico Novalgina 500mg 10 comprimidos,256.0,14,Analgésico Novalgina
Luftal 40mg 20 comprimidos,256.0,12,Luftal
Capilarema 75mg 60 comprimidos,256.0,12,Capilarema
Prolopa 200/50mg 30 comprimidos,256.0,12,Prolopa 200
Doralgina Neo Química 20 drágeas,256.0,13,Doralgina Neo Química
Fluimucil 100mg/ml Solução Injetável 5 ampolas com 3ml cada,256.0,13,Fluimucil Ml Solução Injetável 5 Ampolas Com Cada
Flucetil 600mg 16 Envelopes de 5g,256.0,14,Flucetil De
Leite de Magnésia Eno Tradicional 350ml,256.0,15,Leite De Magnésia Eno Tradicional
"Diad 1,5mg 1 comprimido",256.0,12,Diad 1
Diprospan 5mg/ml + 2mg/ml 1 ampola com 1ml + seringa dosadora,255.0,15,Diprospan Ml Ml 1 Ampola Com Seringa Dosadora
Coristina D Congest Xarope Sabor Uva 120ml,255.0,12,Coristina D Congest Xarope Sabor Uva
"Naprix D 5mg + 12,5mg 30 cápsulas duras",255.0,14,Naprix D 12 Duras
Inzelm 20mg 30 Comprimidos Revestidos,255.0,12,Inzelm Revestidos
Neolefrin Xarope Sabor Cereja Neo Química 60ml,255.0,13,Neolefrin Xarope Sabor Cereja Neo Química
Lantus Solostar 100UI/ml 1 carpule com 3ml + 1 sistema aplicador,255.0,13,Lantus Solostar 100Ui Ml 1 Carpule Com 1 Sistema Aplicador
Xarope Transpulmin 200mg/15ml Sabor Menta 150ml,255.0,13,Xarope Transpulmin Sabor Menta
